phrase_id,sent_id,sent,ground_score,ground_fine,ground_coarse,my_fine,my_coarse
185022,10026,"It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .",0.25,somewhat negative,negative,negative,negative,,,
107782,5409,"Missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",0.5,neutral,neutral,somewhat negative,negative,,,
104232,5649,"An Inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .",0.91667,somewhat positive,positive,positive,positive,,,
67227,2303,"Like Kubrick , Soderbergh is n't afraid to try any genre and to do it his own way .",0.72222,somewhat positive,positive,neutral,neutral,,,
224093,6894,Is it a comedy ?,0.36111,somewhat negative,neutral,neutral,neutral,,,
103320,6535,"4Ever has the same sledgehammer appeal as Pokemon videos , but it breathes more on the big screen and induces headaches more slowly .",0.65278,somewhat positive,neutral,somewhat negative,negative,,,
224630,5331,Like being able to hit on a 15-year old when you 're over 100 .,0.27778,somewhat negative,negative,negative,negative,,,
71012,2597,"With one exception , every blighter in this particular South London housing project digs into dysfunction like it 's a big , comforting jar of Marmite , to be slathered on crackers and served as a feast of bleakness .",0.43056,neutral,neutral,somewhat negative,negative,,,
63222,2538,"A much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian English title would have you believe .",0.83333,somewhat positive,positive,positive,positive,,,
108560,4801,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,0.86111,somewhat positive,positive,positive,positive,,,
182051,9602,A tedious parable about honesty and good sportsmanship .,0.5,neutral,neutral,somewhat negative,negative,,,
69571,2425,The film is predictable in the reassuring manner of a beautifully sung holiday carol .,0.77778,somewhat positive,positive,neutral,neutral,,,
182820,11439,"Blade II has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation .",0.55556,neutral,neutral,somewhat negative,negative,,,
221800,9063,"... has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity .",0.16667,negative,negative,neutral,neutral,,,
108146,5775,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,0.38889,somewhat negative,neutral,neutral,neutral,,,
64852,3557,Craig Bartlett and director Tuck Tucker should be commended for illustrating the merits of fighting hard for something that really matters .,0.73611,somewhat positive,positive,positive,positive,,,
110050,5719,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ; I assume the director has pictures of them cavorting in ladies ' underwear .,0.375,somewhat negative,neutral,neutral,neutral,,,
64425,3935,Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,0.80556,somewhat positive,positive,positive,positive,,,
189362,9829,"Unless Bob Crane is someone of particular interest to you , this film 's impressive performances and adept direction are n't likely to leave a lasting impression .",0.33333,somewhat negative,neutral,somewhat positive,positive,,,
189613,10822,"What we have here is n't a disaster , exactly , but a very handsomely produced let-down .",0.34722,somewhat negative,neutral,somewhat negative,negative,,,
227371,11558,"` Possession , ' based on the book by A.S. Byatt , demands that LaBute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit",0.70833,somewhat positive,positive,neutral,neutral,,,
103430,5039,A bodice-ripper for intellectuals .,0.69444,somewhat positive,positive,neutral,neutral,,,
187239,9716,"Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",0.58333,neutral,neutral,somewhat positive,positive,,,
224393,11600,It sucked .,0.013889,negative,negative,somewhat negative,negative,,,
69164,2578,"Tense , terrific , sweaty-palmed fun .",0.73611,somewhat positive,positive,positive,positive,,,
